ID,Requirement,Applicable,Status Before,Evidence Before,Gap,Fix Needed,Status After,Evidence After,Files Changed,Notes
U.2.1-010,"Does the main menu follow the serial position effect, where the most important items are placed at the beginning and the ending of the menu?",Yes,MISMATCH,"sidebar.html:28-276 items ordered by operational grouping (Daily Ops, Reports, Management) not by serial-position importance ranking","No evidence of deliberate ""most important first/last"" placement; order follows functional grouping only",Reorder/curate top and bottom sidebar items by importance per serial-position principle,MISMATCH,"sidebar.html:28-276 items ordered by operational grouping (Daily Ops, Reports, Management) not by serial-position importance ranking",,No code change made in this audit pass; see Gap / Fix Needed.
U.2.1-011,Is “About us” the first item in the main menu?,No,N/A,"No ""About us"" item exists in any menu (navbar.html, sidebar.html) — KinJo is an authenticated operational app with no public ""About us"" page",Not applicable — KinJo has no public-facing About Us content; this GWS rule targets ministry portals with public institutional info,N/A,MISMATCH,"An About page now exists and is linked from the footer, but it was not added to the main top navbar menu (only Home/FAQ/Sitemap were added there) — still not in the ""main menu"" as the checklist item specifically asks.","templates/public/about.html, templates/components/footer.html",
U.2.1-012,Is “Contact us” the last item in the main menu?,No,N/A,"No ""Contact us"" item in main menu; ""Contact Us"" button at templates/dashboard/parent.html:113 links to internal /communication/messages, not a menu item",Not applicable — no public Contact Us page exists; the internal messaging shortcut is not a main-menu item,N/A,MISMATCH,"A public Contact Us page now exists and is linked from the footer, but it was not added to the main top navbar menu — still not in the ""main menu"" as the checklist item specifically asks.","templates/public/contact.html, templates/components/footer.html",
U.2.1-013,Are the main menu labels short and familiar?,Yes,PARTIAL,"sidebar.html labels e.g. ""Daily Attendance""/""Safety and Incidents""/""Key Performance Indicators (KPI)"" (lines 49,60,171) — mostly short but some are long/technical (KPI, ""Daily Report Governance"")","Most labels short and familiar; a few (KPI, Governance, Benchmarking, Classification) are domain-jargon and not immediately familiar to lay parents",Simplify jargon labels for parent-facing items; keep technical labels only for admin/manager roles,PARTIAL,"sidebar.html labels e.g. ""Daily Attendance""/""Safety and Incidents""/""Key Performance Indicators (KPI)"" (lines 49,60,171) — mostly short but some are long/technical (KPI, ""Daily Report Governance"")",,No code change made in this audit pass; see Gap / Fix Needed.
U.2.1-014,"In the English site, are all menu items labels capitalized? For example: “About Us” not “about us”.",Yes,MATCH,"navbar.html:147,152 ""Sign in""/""Create account""; sidebar.html:32 ""Dashboard"", :60 ""Safety and Incidents"" — English labels are capitalized (title case) consistently","None significant — minor inconsistency on small connector words (""and"") but overall compliant",None,MATCH,"navbar.html:147,152 ""Sign in""/""Create account""; sidebar.html:32 ""Dashboard"", :60 ""Safety and Incidents"" — English labels are capitalized (title case) consistently",,No code change made in this audit pass; see Gap / Fix Needed.
U.2.1-015,Are main menu labels easily recognized?,Yes,PARTIAL,"sidebar.html labels like ""Benchmarking"" (line 179), ""Classification and Benchmarking"" (line 231) are not obviously recognizable to non-expert users",Several admin labels use specialized terminology not easily recognized by typical users,Add tooltips/icons or simplify wording for less-common admin features,PARTIAL,"sidebar.html labels like ""Benchmarking"" (line 179), ""Classification and Benchmarking"" (line 231) are not obviously recognizable to non-expert users",,No code change made in this audit pass; see Gap / Fix Needed.
U.2.1-016,"Do menu items expand on click, with no expansion on mouse hover?",Yes,MISMATCH,"navbar.html:46-140 dropdowns use `data-bs-toggle=""dropdown""` (Bootstrap default = click-to-open, no expansion on hover) — so click-only is actually followed; sidebar.html has no expandable submenus at all (flat list)","Sidebar has no expandable/collapsible groups at all (flat list with dividers only), so ""expand on click"" behavior is not implemented for sidebar sections",Add collapsible click-to-expand sidebar sections grouping related items,MISMATCH,"navbar.html:46-140 dropdowns use `data-bs-toggle=""dropdown""` (Bootstrap default = click-to-open, no expansion on hover) — so click-only is actually followed; sidebar.html has no expandable submenus at all (flat list)",,No code change made in this audit pass; see Gap / Fix Needed.
U.2.1-017,Does the secondary menu contain a maximum of seven items?,Yes,MATCH,"templates/admin_base.html has a top admin-header but the ""secondary menu"" equivalent (navbar.html right-side items) has 4 items: notifications, help, language toggle, user dropdown (navbar.html:46-140) — under 7",None,None,MATCH,"templates/admin_base.html has a top admin-header but the ""secondary menu"" equivalent (navbar.html right-side items) has 4 items: notifications, help, language toggle, user dropdown (navbar.html:46-140) — under 7",,No code change made in this audit pass; see Gap / Fix Needed.
U.2.1-018,"In the English site, are all menu items labels capitalized? For example: “Home” not “home”.",Yes,MATCH,"navbar.html:70 ""View all"", :147 ""Sign in"" — capitalized consistently; same evidence as U.2.1-014",None,None,MATCH,"navbar.html:70 ""View all"", :147 ""Sign in"" — capitalized consistently; same evidence as U.2.1-014",,No code change made in this audit pass; see Gap / Fix Needed.
U.2.1-019,Are secondary menu labels short and familiar?,Yes,MATCH,"navbar.html secondary/utility items: ""Notifications"", ""Help"", language toggle icon, user menu — short and familiar",None,None,MATCH,"navbar.html secondary/utility items: ""Notifications"", ""Help"", language toggle icon, user menu — short and familiar",,No code change made in this audit pass; see Gap / Fix Needed.
U.2.1-020,"Does the secondary menu contain Home, FAQ, and Sitemap at minimum?",Yes,MISMATCH,"navbar.html right-side menu (lines 44-141) contains Notifications, Help, Language, User dropdown — no Home, no FAQ, no Sitemap link present anywhere","Secondary menu lacks Home, FAQ, and Sitemap entries entirely; no FAQ page/content exists in the codebase at all (grep for FAQ returned 0 files)","Add Home, FAQ, and Sitemap links to a secondary/utility menu; build FAQ content",MATCH,"navbar.html secondary/utility menu now includes Home, FAQ, and Sitemap links alongside Notifications/Help/Language/User.",templates/components/navbar.html,
U.2.1-021,Is the page side menu displayed vertically?,Yes,MATCH,"templates/components/sidebar.html:28 `<ul class=""nav flex-column ..."">` — Bootstrap flex-column renders the side menu vertically",None,None,MATCH,"templates/components/sidebar.html:28 `<ul class=""nav flex-column ..."">` — Bootstrap flex-column renders the side menu vertically",,No code change made in this audit pass; see Gap / Fix Needed.
U.2.1-022,Does the page side menu location depend on the site’s language; Left in Arabic pages and Right in English pages?,Yes,PARTIAL,"templates/base.html:137-141 sidebar included inside container-fluid row; CSS uses logical properties (kinjo.css uses RTL-aware ""inset-inline"" patterns) suggesting auto-flip via dir attribute, but no explicit per-language left/right rule for sidebar position was found","Likely correct via Bootstrap RTL CSS auto-mirroring (html dir=rtl/ltr in base.html:3-6), but no explicit verification/test found for sidebar side-swap",Add a visual regression test confirming sidebar appears left in EN and right in AR,PARTIAL,"templates/base.html:137-141 sidebar included inside container-fluid row; CSS uses logical properties (kinjo.css uses RTL-aware ""inset-inline"" patterns) suggesting auto-flip via dir attribute, but no explicit per-language left/right rule for sidebar position was found",,No code change made in this audit pass; see Gap / Fix Needed.
U.2.1-023,Do webpages contain breadcrumb?,Yes,MISMATCH,"Breadcrumb macro exists at templates/components/page-header.html:13-27 and admin_base.html:275-282, but only used in 10 non-admin templates (users/list, users/form, classes/list&view&form, kindergartens/form, safety/incident_form, enrollment/create, children/view) plus 24 admin/* pages via admin_base block","Most pages (parent/*, manager/* dashboards, attendance, messages, reports, kpi, supervisor/* — dozens of templates) have no breadcrumb at all",Roll out the page_header breadcrumb macro (or admin_base block) to all remaining templates,MISMATCH,"Breadcrumb macro exists at templates/components/page-header.html:13-27 and admin_base.html:275-282, but only used in 10 non-admin templates (users/list, users/form, classes/list&view&form, kindergartens/form, safety/incident_form, enrollment/create, children/view) plus 24 admin/* pages via admin_base block",,No code change made in this audit pass; see Gap / Fix Needed.
U.2.1-024,Does the breadcrumb reflect the true hierarchy of the website and not the path site visitors have chosen?,Yes,PARTIAL,"page-header.html:16-23 breadcrumbs are passed explicitly as a list of {label,url} per call site, so they reflect coded hierarchy not click path — but only verified in the 10 templates that use the macro","Where used, breadcrumb is hierarchy-based (good); but most pages have none, so hierarchy can't be assessed sitewide",Extend hierarchy-based breadcrumbs to all pages per U.2.1-023,PARTIAL,"page-header.html:16-23 breadcrumbs are passed explicitly as a list of {label,url} per call site, so they reflect coded hierarchy not click path — but only verified in the 10 templates that use the macro",,No code change made in this audit pass; see Gap / Fix Needed.
